32298.1709798177,23361.2426757812,1
34712.8784179688,40351.1149088542,1
35439.3676757812,39480.7088216146,1
36464.0828450521,36479.1097005208,1
37495.5973307292,22548.1038411458,1
37896.3541666667,44481.0709635417,1
38581.9946289062,43153.7760416667,1
39642.3665364583,44509.8347981771,1
39862.9231770833,26935.9334309896,1
40326.4404296875,41040.4907226562,1
41035.498046875,44332.12890625,1
41711.9750976562,24464.4246419271,1
41894.0104166667,42343.6319986979,1
42651.5706380208,30060.0138346354,1
43157.6578776042,28983.9762369792,1
43781.9458007812,30896.5962727865,1
43772.1394856771,32213.671875,1
44657.9996744792,35721.7854817708,1
44836.7879231771,31244.0226236979,1
44938.1184895833,27444.8038736979,1
46800.8626302083,25234.462483724,1
48255.8024088542,33688.759358724,1
48568.7866210938,37055.3955078125,1
48823.2828776042,28401.357014974,1
49576.7537434896,43704.2195638021,1
50030.6803385417,24137.3270670573,1
55505.9041341146,28986.2996419271,1
55960.5346679688,32536.3566080729,1
29423.8240559896,28826.7761230469,2
33402.7282714844,44479.8868815104,2
36281.0139973958,44767.6717122396,2
36520.6380208333,37251.3834635417,2
37503.125,22542.4357096354,2
37901.7537434896,44476.4363606771,2
38570.6176757812,43168.1599934896,2
39225.4720052083,42234.4970703125,2
40339.0950520833,41053.5278320312,2
40756.3720703125,43121.8546549479,2
41367.8426106771,26118.9005533854,2
41896.5454101562,42346.7447916667,2
42647.9410807292,30079.3680826823,2
43205.0089518229,28970.2860514323,2
43758.5205078125,23242.4641927083,2
43783.1420898438,30899.7009277344,2
44015.3198242188,34466.9555664062,2
44658.3089192708,35703.5441080729,2
44959.7941080729,32422.6989746094,2
47099.4344075521,26079.3924967448,2
48283.7280273438,26950.3845214844,2
48589.9739583333,37016.0237630208,2
48838.4684244792,28443.6340332031,2
55521.7407226563,19945.3837076823,2
55465.0268554688,29001.601155599,2
29387.2395833333,28822.9288736979,3
33395.3755696615,44477.8645833333,3
35119.8771158854,42534.7615559896,3
35428.9998372396,39482.8125,3
36278.4749348958,44775.7039388021,3
36523.1363932292,37264.0380859375,3
36682.0760091146,26331.7545572917,3
36761.6861979167,39459.1471354167,3
36886.8733723958,42103.5766601562,3
37487.8458658854,22541.6727701823,3
38563.96484375,43157.0678710938,3
39153.0517578125,38971.9441731771,3
39214.111328125,42241.4184570312,3
40282.6090494792,41052.7303059896,3
40470.3409830729,38119.7998046875,3
41357.3486328125,26121.2239583333,3
42646.0896809896,30077.1077473958,3
42861.8815104167,27499.5564778646,3
43773.5636393229,23217.372639974,3
43926.0945638021,24114.6931966146,3
44029.8421223958,34449.7599283854,3
44148.3723958333,31782.0983886719,3
44657.3486328125,35695.4142252604,3
44973.974609375,32422.0133463542,3
45087.3738606771,25067.8283691406,3
45081.15234375,27264.0848795573,3
47071.3460286458,26080.2897135417,3
47327.8727213542,27685.546875,3
48284.6883138021,26957.4890136719,3
48604.8055013021,36999.2350260417,3
48811.4339192708,28392.1691894531,3
55254.0364583333,27337.6688639323,3
55950.3702799479,32574.8881022135,3
29402.7262369792,28842.323811849,4
29695.0358072917,27704.335530599,4
33393.3817545573,44472.5626627604,4
33923.4293619792,39565.8203125,4
33870.5220540365,40743.4611002604,4
35439.6850585938,39475.4923502604,4
36288.6881510417,44762.2680664062,4
36792.1590169271,39475.3784179688,4
36886.1124674479,42117.7327473958,4
37493.6726888021,22550.3153483073,4
37968.0338541667,40092.6472981771,4
39123.8566080729,39028.8045247396,4
39231.9254557292,42234.7696940104,4
39668.9005533854,44506.6284179688,4
40464.2496744792,43573.6653645833,4
41008.1502278646,28295.2067057292,4
